model,analyzer,lowercase,max_df,min_df,ngram_range,processing,type,strategy,val_f1_weighted,val_f1_neg,val_f1_zero,val_f1_pos,val_accuracy,test_f1_weighted,test_f1_neg,test_f1_zero,test_f1_pos,test_accuracy
dummy,word,True,0.25,10,"(1, 1)",new,lemma,prior,0.4640979570881288,0.0,0.7589316684009711,0.0,0.61151481274455,0.2720487506961609,0.0,0.6140423764021603,0.0,0.4430455635491607
dummy,word,True,0.25,10,"(1, 1)",new,stem,prior,0.4640979570881288,0.0,0.7589316684009711,0.0,0.61151481274455,0.2720487506961609,0.0,0.6140423764021603,0.0,0.4430455635491607
dummy,word,True,0.25,10,"(1, 2)",new,original,prior,0.4640979570881288,0.0,0.7589316684009711,0.0,0.61151481274455,0.2720487506961609,0.0,0.6140423764021603,0.0,0.4430455635491607
dummy,word,True,0.25,10,"(1, 2)",new,lemma,prior,0.4640979570881288,0.0,0.7589316684009711,0.0,0.61151481274455,0.2720487506961609,0.0,0.6140423764021603,0.0,0.4430455635491607
dummy,word,True,0.25,10,"(1, 2)",new,stem,prior,0.4640979570881288,0.0,0.7589316684009711,0.0,0.61151481274455,0.2720487506961609,0.0,0.6140423764021603,0.0,0.4430455635491607
dummy,word,True,0.25,10,"(1, 3)",new,original,prior,0.4640979570881288,0.0,0.7589316684009711,0.0,0.61151481274455,0.2720487506961609,0.0,0.6140423764021603,0.0,0.4430455635491607
dummy,word,True,0.25,10,"(1, 3)",new,lemma,prior,0.4640979570881288,0.0,0.7589316684009711,0.0,0.61151481274455,0.2720487506961609,0.0,0.6140423764021603,0.0,0.4430455635491607
dummy,word,True,0.25,10,"(1, 3)",new,stem,prior,0.4640979570881288,0.0,0.7589316684009711,0.0,0.61151481274455,0.2720487506961609,0.0,0.6140423764021603,0.0,0.4430455635491607
dummy,word,True,0.25,20,"(1, 1)",new,original,prior,0.4640979570881288,0.0,0.7589316684009711,0.0,0.61151481274455,0.2720487506961609,0.0,0.6140423764021603,0.0,0.4430455635491607
dummy,word,True,0.25,20,"(1, 1)",new,lemma,prior,0.4640979570881288,0.0,0.7589316684009711,0.0,0.61151481274455,0.2720487506961609,0.0,0.6140423764021603,0.0,0.4430455635491607
dummy,word,True,0.25,20,"(1, 1)",new,stem,prior,0.4640979570881288,0.0,0.7589316684009711,0.0,0.61151481274455,0.2720487506961609,0.0,0.6140423764021603,0.0,0.4430455635491607
dummy,word,True,0.25,20,"(1, 2)",new,original,prior,0.4640979570881288,0.0,0.7589316684009711,0.0,0.61151481274455,0.2720487506961609,0.0,0.6140423764021603,0.0,0.4430455635491607
dummy,word,True,0.25,20,"(1, 2)",new,lemma,prior,0.4640979570881288,0.0,0.7589316684009711,0.0,0.61151481274455,0.2720487506961609,0.0,0.6140423764021603,0.0,0.4430455635491607
dummy,word,True,0.25,20,"(1, 2)",new,stem,prior,0.4640979570881288,0.0,0.7589316684009711,0.0,0.61151481274455,0.2720487506961609,0.0,0.6140423764021603,0.0,0.4430455635491607
dummy,word,True,0.25,20,"(1, 3)",new,original,prior,0.4640979570881288,0.0,0.7589316684009711,0.0,0.61151481274455,0.2720487506961609,0.0,0.6140423764021603,0.0,0.4430455635491607
dummy,word,True,0.25,20,"(1, 3)",new,lemma,prior,0.4640979570881288,0.0,0.7589316684009711,0.0,0.61151481274455,0.2720487506961609,0.0,0.6140423764021603,0.0,0.4430455635491607
dummy,word,True,0.25,20,"(1, 3)",new,stem,prior,0.4640979570881288,0.0,0.7589316684009711,0.0,0.61151481274455,0.2720487506961609,0.0,0.6140423764021603,0.0,0.4430455635491607
dummy,word,True,0.5,1,"(1, 1)",new,original,prior,0.4640979570881288,0.0,0.7589316684009711,0.0,0.61151481274455,0.2720487506961609,0.0,0.6140423764021603,0.0,0.4430455635491607
dummy,word,True,0.5,1,"(1, 1)",new,lemma,prior,0.4640979570881288,0.0,0.7589316684009711,0.0,0.61151481274455,0.2720487506961609,0.0,0.6140423764021603,0.0,0.4430455635491607
dummy,word,True,0.5,1,"(1, 1)",new,stem,prior,0.4640979570881288,0.0,0.7589316684009711,0.0,0.61151481274455,0.2720487506961609,0.0,0.6140423764021603,0.0,0.4430455635491607
dummy,word,True,0.5,1,"(1, 2)",new,original,prior,0.4640979570881288,0.0,0.7589316684009711,0.0,0.61151481274455,0.2720487506961609,0.0,0.6140423764021603,0.0,0.4430455635491607
dummy,word,True,0.5,1,"(1, 2)",new,lemma,prior,0.4640979570881288,0.0,0.7589316684009711,0.0,0.61151481274455,0.2720487506961609,0.0,0.6140423764021603,0.0,0.4430455635491607
dummy,word,True,0.5,1,"(1, 2)",new,stem,prior,0.4640979570881288,0.0,0.7589316684009711,0.0,0.61151481274455,0.2720487506961609,0.0,0.6140423764021603,0.0,0.4430455635491607
dummy,word,True,0.5,1,"(1, 3)",new,original,prior,0.4640979570881288,0.0,0.7589316684009711,0.0,0.61151481274455,0.2720487506961609,0.0,0.6140423764021603,0.0,0.4430455635491607
dummy,word,True,0.5,1,"(1, 3)",new,lemma,prior,0.4640979570881288,0.0,0.7589316684009711,0.0,0.61151481274455,0.2720487506961609,0.0,0.6140423764021603,0.0,0.4430455635491607
dummy,word,True,0.5,1,"(1, 3)",new,stem,prior,0.4640979570881288,0.0,0.7589316684009711,0.0,0.61151481274455,0.2720487506961609,0.0,0.6140423764021603,0.0,0.4430455635491607
dummy,word,True,0.5,10,"(1, 1)",new,original,prior,0.4640979570881288,0.0,0.7589316684009711,0.0,0.61151481274455,0.2720487506961609,0.0,0.6140423764021603,0.0,0.4430455635491607
dummy,word,True,0.5,10,"(1, 1)",new,lemma,prior,0.4640979570881288,0.0,0.7589316684009711,0.0,0.61151481274455,0.2720487506961609,0.0,0.6140423764021603,0.0,0.4430455635491607
dummy,word,True,0.5,10,"(1, 1)",new,stem,prior,0.4640979570881288,0.0,0.7589316684009711,0.0,0.61151481274455,0.2720487506961609,0.0,0.6140423764021603,0.0,0.4430455635491607
dummy,word,True,0.5,10,"(1, 2)",new,original,prior,0.4640979570881288,0.0,0.7589316684009711,0.0,0.61151481274455,0.2720487506961609,0.0,0.6140423764021603,0.0,0.4430455635491607
dummy,word,True,0.5,10,"(1, 2)",new,lemma,prior,0.4640979570881288,0.0,0.7589316684009711,0.0,0.61151481274455,0.2720487506961609,0.0,0.6140423764021603,0.0,0.4430455635491607
dummy,word,True,0.5,10,"(1, 2)",new,stem,prior,0.4640979570881288,0.0,0.7589316684009711,0.0,0.61151481274455,0.2720487506961609,0.0,0.6140423764021603,0.0,0.4430455635491607
dummy,word,True,0.5,10,"(1, 3)",new,original,prior,0.4640979570881288,0.0,0.7589316684009711,0.0,0.61151481274455,0.2720487506961609,0.0,0.6140423764021603,0.0,0.4430455635491607
dummy,word,True,0.5,10,"(1, 3)",new,lemma,prior,0.4640979570881288,0.0,0.7589316684009711,0.0,0.61151481274455,0.2720487506961609,0.0,0.6140423764021603,0.0,0.4430455635491607
dummy,word,True,0.5,10,"(1, 3)",new,stem,prior,0.4640979570881288,0.0,0.7589316684009711,0.0,0.61151481274455,0.2720487506961609,0.0,0.6140423764021603,0.0,0.4430455635491607
dummy,word,True,0.5,20,"(1, 1)",new,original,prior,0.4640979570881288,0.0,0.7589316684009711,0.0,0.61151481274455,0.2720487506961609,0.0,0.6140423764021603,0.0,0.4430455635491607
dummy,word,True,0.5,20,"(1, 1)",new,lemma,prior,0.4640979570881288,0.0,0.7589316684009711,0.0,0.61151481274455,0.2720487506961609,0.0,0.6140423764021603,0.0,0.4430455635491607
dummy,word,True,0.5,20,"(1, 1)",new,stem,prior,0.4640979570881288,0.0,0.7589316684009711,0.0,0.61151481274455,0.2720487506961609,0.0,0.6140423764021603,0.0,0.4430455635491607
dummy,word,True,0.5,20,"(1, 2)",new,original,prior,0.4640979570881288,0.0,0.7589316684009711,0.0,0.61151481274455,0.2720487506961609,0.0,0.6140423764021603,0.0,0.4430455635491607
dummy,word,True,0.5,20,"(1, 2)",new,lemma,prior,0.4640979570881288,0.0,0.7589316684009711,0.0,0.61151481274455,0.2720487506961609,0.0,0.6140423764021603,0.0,0.4430455635491607
dummy,word,True,0.5,20,"(1, 2)",new,stem,prior,0.4640979570881288,0.0,0.7589316684009711,0.0,0.61151481274455,0.2720487506961609,0.0,0.6140423764021603,0.0,0.4430455635491607
dummy,word,True,0.5,20,"(1, 3)",new,original,prior,0.4640979570881288,0.0,0.7589316684009711,0.0,0.61151481274455,0.2720487506961609,0.0,0.6140423764021603,0.0,0.4430455635491607
dummy,word,True,0.5,20,"(1, 3)",new,lemma,prior,0.4640979570881288,0.0,0.7589316684009711,0.0,0.61151481274455,0.2720487506961609,0.0,0.6140423764021603,0.0,0.4430455635491607
dummy,word,True,0.5,20,"(1, 3)",new,stem,prior,0.4640979570881288,0.0,0.7589316684009711,0.0,0.61151481274455,0.2720487506961609,0.0,0.6140423764021603,0.0,0.4430455635491607
dummy,word,True,1.0,1,"(1, 1)",new,original,prior,0.4640979570881288,0.0,0.7589316684009711,0.0,0.61151481274455,0.2720487506961609,0.0,0.6140423764021603,0.0,0.4430455635491607
dummy,word,True,1.0,1,"(1, 1)",new,lemma,prior,0.4640979570881288,0.0,0.7589316684009711,0.0,0.61151481274455,0.2720487506961609,0.0,0.6140423764021603,0.0,0.4430455635491607
dummy,word,True,1.0,1,"(1, 1)",new,stem,prior,0.4640979570881288,0.0,0.7589316684009711,0.0,0.61151481274455,0.2720487506961609,0.0,0.6140423764021603,0.0,0.4430455635491607
dummy,word,True,1.0,1,"(1, 2)",new,original,prior,0.4640979570881288,0.0,0.7589316684009711,0.0,0.61151481274455,0.2720487506961609,0.0,0.6140423764021603,0.0,0.4430455635491607
dummy,word,True,1.0,1,"(1, 2)",new,lemma,prior,0.4640979570881288,0.0,0.7589316684009711,0.0,0.61151481274455,0.2720487506961609,0.0,0.6140423764021603,0.0,0.4430455635491607
dummy,word,True,1.0,1,"(1, 2)",new,stem,prior,0.4640979570881288,0.0,0.7589316684009711,0.0,0.61151481274455,0.2720487506961609,0.0,0.6140423764021603,0.0,0.4430455635491607
dummy,word,True,1.0,1,"(1, 3)",new,original,prior,0.4640979570881288,0.0,0.7589316684009711,0.0,0.61151481274455,0.2720487506961609,0.0,0.6140423764021603,0.0,0.4430455635491607
dummy,word,True,1.0,1,"(1, 3)",new,lemma,prior,0.4640979570881288,0.0,0.7589316684009711,0.0,0.61151481274455,0.2720487506961609,0.0,0.6140423764021603,0.0,0.4430455635491607
dummy,word,True,1.0,1,"(1, 3)",new,stem,prior,0.4640979570881288,0.0,0.7589316684009711,0.0,0.61151481274455,0.2720487506961609,0.0,0.6140423764021603,0.0,0.4430455635491607
dummy,word,True,1.0,10,"(1, 1)",new,original,prior,0.4640979570881288,0.0,0.7589316684009711,0.0,0.61151481274455,0.2720487506961609,0.0,0.6140423764021603,0.0,0.4430455635491607
dummy,word,True,1.0,10,"(1, 1)",new,lemma,prior,0.4640979570881288,0.0,0.7589316684009711,0.0,0.61151481274455,0.2720487506961609,0.0,0.6140423764021603,0.0,0.4430455635491607
dummy,word,True,1.0,10,"(1, 1)",new,stem,prior,0.4640979570881288,0.0,0.7589316684009711,0.0,0.61151481274455,0.2720487506961609,0.0,0.6140423764021603,0.0,0.4430455635491607
dummy,word,True,1.0,10,"(1, 2)",new,original,prior,0.4640979570881288,0.0,0.7589316684009711,0.0,0.61151481274455,0.2720487506961609,0.0,0.6140423764021603,0.0,0.4430455635491607
dummy,word,True,1.0,10,"(1, 2)",new,lemma,prior,0.4640979570881288,0.0,0.7589316684009711,0.0,0.61151481274455,0.2720487506961609,0.0,0.6140423764021603,0.0,0.4430455635491607
dummy,word,True,1.0,10,"(1, 2)",new,stem,prior,0.4640979570881288,0.0,0.7589316684009711,0.0,0.61151481274455,0.2720487506961609,0.0,0.6140423764021603,0.0,0.4430455635491607
dummy,word,True,1.0,10,"(1, 3)",new,original,prior,0.4640979570881288,0.0,0.7589316684009711,0.0,0.61151481274455,0.2720487506961609,0.0,0.6140423764021603,0.0,0.4430455635491607
dummy,word,True,1.0,10,"(1, 3)",new,lemma,prior,0.4640979570881288,0.0,0.7589316684009711,0.0,0.61151481274455,0.2720487506961609,0.0,0.6140423764021603,0.0,0.4430455635491607
dummy,word,True,1.0,10,"(1, 3)",new,stem,prior,0.4640979570881288,0.0,0.7589316684009711,0.0,0.61151481274455,0.2720487506961609,0.0,0.6140423764021603,0.0,0.4430455635491607
dummy,word,True,1.0,20,"(1, 1)",new,original,prior,0.4640979570881288,0.0,0.7589316684009711,0.0,0.61151481274455,0.2720487506961609,0.0,0.6140423764021603,0.0,0.4430455635491607
dummy,word,True,1.0,20,"(1, 1)",new,lemma,prior,0.4640979570881288,0.0,0.7589316684009711,0.0,0.61151481274455,0.2720487506961609,0.0,0.6140423764021603,0.0,0.4430455635491607
dummy,word,True,1.0,20,"(1, 1)",new,stem,prior,0.4640979570881288,0.0,0.7589316684009711,0.0,0.61151481274455,0.2720487506961609,0.0,0.6140423764021603,0.0,0.4430455635491607
dummy,word,True,1.0,20,"(1, 2)",new,original,prior,0.4640979570881288,0.0,0.7589316684009711,0.0,0.61151481274455,0.2720487506961609,0.0,0.6140423764021603,0.0,0.4430455635491607
dummy,word,True,1.0,20,"(1, 2)",new,lemma,prior,0.4640979570881288,0.0,0.7589316684009711,0.0,0.61151481274455,0.2720487506961609,0.0,0.6140423764021603,0.0,0.4430455635491607
dummy,word,True,1.0,20,"(1, 2)",new,stem,prior,0.4640979570881288,0.0,0.7589316684009711,0.0,0.61151481274455,0.2720487506961609,0.0,0.6140423764021603,0.0,0.4430455635491607
dummy,word,True,1.0,20,"(1, 3)",new,original,prior,0.4640979570881288,0.0,0.7589316684009711,0.0,0.61151481274455,0.2720487506961609,0.0,0.6140423764021603,0.0,0.4430455635491607
dummy,word,True,1.0,20,"(1, 3)",new,lemma,prior,0.4640979570881288,0.0,0.7589316684009711,0.0,0.61151481274455,0.2720487506961609,0.0,0.6140423764021603,0.0,0.4430455635491607
dummy,word,True,1.0,20,"(1, 3)",new,stem,prior,0.4640979570881288,0.0,0.7589316684009711,0.0,0.61151481274455,0.2720487506961609,0.0,0.6140423764021603,0.0,0.4430455635491607
